drug,prot,score
ZINC000077291459,O15826,193.45
ZINC000000001624,O15826,193.53
ZINC000003831004,O15826,193.53
ZINC000014210876,Q4QHJ8,193.58
ZINC000004099013,Q6TUJ5,193.72
ZINC000001489478,Q4QHJ8,193.8
ZINC000002568171,P48499,1930.36
ZINC000000000113,Q4QHJ8,193073.95
ZINC000001997889,Q4QHJ8,193073.95
ZINC000001484334,Q4QHJ8,19309.92
ZINC000003914810,Q4QHJ8,19309.92
ZINC000067665351,Q27686,1931.03
ZINC000000491073,P48499,1931.83
ZINC000000896409,P48499,193141.38
ZINC000028361975,Q4QBL1,19315.22
ZINC000028361970,Q4QBL1,19315.22
ZINC000005733652,O15826,1932.31
ZINC000014768621,P48499,193251.47
ZINC000001538857,Q4QHJ8,19328.46
ZINC000005104028,Q27686,1933.04
ZINC000000120319,Q27686,19332.26
ZINC000002000707,O97193,1934.44
ZINC000014879992,Q6TUJ5,1934.94
ZINC000004217732,P48499,19340.9
ZINC000004654889,P48499,19340.9
ZINC000003993855,Q4QHJ8,19342.02
ZINC000001530652,P48499,19344.61
ZINC000001530654,P48499,19344.61
ZINC000257420682,Q4QBL1,19345.17
ZINC000257420679,Q4QBL1,19345.17
ZINC000257420681,Q4QBL1,19345.17
ZINC000257420680,Q4QBL1,19345.17
ZINC000004213506,Q4QBL1,19345.17
ZINC000077319562,Q27686,1935.36
ZINC000003952881,O97193,1935.44
ZINC000000537928,P48499,1935.89
ZINC000095618589,P48499,19352.43
ZINC000000901616,Q4QBL1,19352.92
ZINC000000001585,P48499,193593.06
ZINC000001532517,O97193,1936.71
ZINC000005356910,O97193,1936.95
ZINC000005356858,O97193,1936.95
ZINC000169307271,Q6TUJ5,1937.57
ZINC000261494627,Q4QBL1,1937.89
ZINC000261494630,Q4QBL1,1937.89
ZINC000261494628,Q4QBL1,1937.89
ZINC000261494629,Q4QBL1,1937.89
ZINC000001590885,Q4QBL1,19373.71
ZINC000002003702,P48499,1938.35
ZINC000001675361,P48499,1938.35
ZINC000053006806,Q27686,1938.44
ZINC000000020231,O97193,19381.05
ZINC000095618657,Q6TUJ5,19385.14
ZINC000000004413,Q6TUJ5,193893.0
ZINC000005140934,Q4QBL1,1939.47
ZINC000062227233,Q4QBL1,1939.58
ZINC000001530855,P48499,19390.33
ZINC000001530856,P48499,19390.33
ZINC000001542002,Q6TUJ5,19396.7
ZINC000000007455,P48499,19398.25
ZINC000261494643,O97193,194.02
ZINC000095618799,O97193,194.02
ZINC000261494644,O97193,194.02
ZINC000095618798,O97193,194.02
ZINC000031291853,P48499,194.08
ZINC000000391122,O15826,194.16
ZINC000096298875,O15826,194.23
ZINC000118912517,Q27686,194.32
ZINC000026007998,Q4QHJ8,194.43
ZINC000004212939,P48499,194.45
ZINC000000000371,O15826,194.56
ZINC000000114386,O15826,194.56
ZINC000013916432,Q27686,194.62
ZINC000004824235,Q27686,194.62
ZINC000065748340,O97193,194.76
ZINC000065748339,O97193,194.76
ZINC000000403529,Q4QBL1,194.86
ZINC000068247389,Q4QHJ8,194.86
ZINC000000001271,O15826,194.88
ZINC000012414057,Q27686,194.95
ZINC000000156823,Q4QHJ8,1940.25
ZINC000000000391,Q4QHJ8,1940.25
ZINC000001535903,Q4QHJ8,1940.52
ZINC000095618676,O97193,1940.66
ZINC000000006251,Q4QBL1,19403.92
ZINC000000007295,O97193,1941.18
ZINC000003802417,Q27686,1941.72
ZINC000003842753,O97193,1941.89
ZINC000013473305,P48499,19414.53
ZINC000072131413,Q27686,19415.43
ZINC000001670385,Q6TUJ5,19417.28
ZINC000002584392,Q4QHJ8,19422.02
ZINC000096309558,P48499,19426.07
ZINC000247910383,O97193,1943.87
ZINC000247910399,O97193,1943.87
ZINC000085534336,O97193,1943.87
ZINC000247910405,O97193,1943.87
ZINC000247910418,O97193,1943.87
ZINC000000000075,P48499,194330.98
ZINC000000135992,P48499,194330.98
ZINC000003870472,Q27686,1944.77
ZINC000001492231,Q27686,1944.77
ZINC000002585429,Q27686,1944.77
ZINC000001492250,Q27686,1944.77
ZINC000001492251,Q27686,1944.77
ZINC000001492232,Q27686,1944.77
ZINC000000014007,P48499,19441.11
ZINC000000113415,P48499,19441.11
ZINC000014953365,Q4QHJ8,19445.21
ZINC000017146904,Q6TUJ5,19446.81
ZINC000013831791,O15826,1945.35
ZINC000012503177,P48499,1945.51
ZINC000003813088,P48499,1945.51
ZINC000003830569,Q4QBL1,19450.46
ZINC000001530820,Q4QBL1,1946.55
ZINC000004654889,Q27686,19461.51
ZINC000004217732,Q27686,19461.51
ZINC000001481714,P48499,19464.76
ZINC000002019621,P48499,19464.76
ZINC000002570884,P48499,19467.94
ZINC000000000654,Q4QHJ8,19469.46
ZINC000003831354,Q4QHJ8,19469.46
ZINC000000089688,P48499,19471.92
ZINC000021981231,Q6TUJ5,19473.73
ZINC000021981233,Q6TUJ5,19473.73
ZINC000019702309,P48499,1948.64
ZINC000003830212,O15826,1948.82
ZINC000003830511,P48499,19481.28
ZINC000096942202,Q6TUJ5,19484.64
ZINC000096942201,Q6TUJ5,19484.64
ZINC000068150640,Q4QHJ8,19486.31
ZINC000000000122,P48499,19487.57
ZINC000000002043,P48499,19487.57
ZINC000095618741,O97193,1949.24
ZINC000095618742,O97193,1949.24
ZINC000019632706,Q6TUJ5,1949.96
ZINC000000591993,Q6TUJ5,1949.96
ZINC000030731247,Q4QBL1,19494.55
ZINC000030731253,Q4QBL1,19494.55
ZINC000003861599,Q6TUJ5,19497.29
ZINC000100054074,O15826,195.01
ZINC000100054071,O15826,195.01
ZINC000261494633,O15826,195.01
ZINC000261494631,O15826,195.01
ZINC000100054067,O15826,195.01
ZINC000261494632,O15826,195.01
ZINC000100054069,O15826,195.01
ZINC000003978654,O97193,195.87
ZINC000100370145,Q6TUJ5,1950.06
ZINC000100073786,Q6TUJ5,1950.06
ZINC000111460375,Q6TUJ5,1950.06
ZINC000000073711,Q4QHJ8,1950.14
ZINC000000000453,O97193,1950.19
ZINC000000896648,O97193,1950.19
ZINC000001554588,P48499,19502.41
ZINC000038144598,P48499,195047.18
ZINC000003831401,P48499,19508.25
ZINC000001847280,O15826,1951.51
ZINC000004098610,O15826,19511.19
ZINC000000121458,Q4QBL1,19513.8
ZINC000000057058,Q6TUJ5,19516.59
ZINC000004534090,Q6TUJ5,19528.7
ZINC000002504638,Q6TUJ5,19528.7
ZINC000019358638,O97193,19532.86
ZINC000095617623,Q6TUJ5,19536.89
ZINC000095617622,Q6TUJ5,19536.89
ZINC000095617624,Q6TUJ5,19536.89
ZINC000095617626,Q6TUJ5,19536.89
ZINC000095617625,Q6TUJ5,19536.89
ZINC000000000128,Q4QBL1,19538.39
ZINC000000896463,Q4QBL1,19538.39
ZINC000002034481,O15826,1954.41
ZINC000096942201,O15826,1954.93
ZINC000096942202,O15826,1954.93
ZINC000002530725,Q6TUJ5,195476.6
ZINC000005131989,Q6TUJ5,195476.6
ZINC000002041302,Q6TUJ5,195476.6
ZINC000013545678,Q6TUJ5,195476.6
ZINC000018279893,Q6TUJ5,195476.6
ZINC000017836367,Q6TUJ5,195476.6
ZINC000001532640,Q6TUJ5,195476.6
ZINC000195767087,O97193,19553.52
ZINC000030731106,P48499,195545.08
ZINC000003914596,Q27686,1956.54
ZINC000026985532,Q27686,1956.54
ZINC000029416466,Q27686,1956.54
ZINC000026664090,Q27686,1956.54
ZINC000030731261,P48499,1957.04
ZINC000003831157,Q4QHJ8,1957.76
ZINC000003977942,Q4QHJ8,1957.76
ZINC000095618867,P48499,19571.58
ZINC000095618866,P48499,19571.58
ZINC000007997571,Q6TUJ5,195780.85
ZINC000000113418,Q6TUJ5,195780.85
ZINC000250090469,Q6TUJ5,195780.85
ZINC000000004785,P48499,1958.5
ZINC000008552162,Q4QHJ8,195842.13
ZINC000008552164,Q4QHJ8,195842.13
ZINC000008552163,Q4QHJ8,195842.13
ZINC000008445713,Q4QHJ8,195842.13
ZINC000215581115,Q4QHJ8,195842.13
ZINC000215581164,Q4QHJ8,195842.13
ZINC000008552165,Q4QHJ8,195842.13
ZINC000003882036,Q4QBL1,196.08
ZINC000012468792,Q4QHJ8,196.15
ZINC000100053171,Q27686,196.2
ZINC000100199161,Q27686,196.2
ZINC000002504597,Q27686,196.2
ZINC000100053167,Q27686,196.2
ZINC000085537053,O15826,196.32
ZINC000000001899,O15826,196.6
ZINC000003779067,O97193,196.69
ZINC000003830961,Q27686,196.85
ZINC000036177510,Q6TUJ5,1960.24
ZINC000100053185,Q6TUJ5,1960.24
ZINC000004805034,Q6TUJ5,1960.24
ZINC000100053191,Q6TUJ5,1960.24
ZINC000000002212,P48499,1960.6
ZINC000005975487,O15826,19602.55
ZINC000012502867,Q4QBL1,1961.32
ZINC000003813061,Q6TUJ5,19610.07
ZINC000013831819,Q4QHJ8,19612.61
ZINC000022062037,O15826,19615.1
ZINC000022062039,O15826,19615.1
ZINC000008101109,Q6TUJ5,1961639.64
ZINC000000001233,Q4QBL1,1962.05
ZINC000001999256,Q27686,1962.49
ZINC000084316941,Q6TUJ5,196229.23
ZINC000095618615,Q6TUJ5,196229.23
ZINC000001532529,O97193,1963.02
ZINC000001532766,O97193,1963.02
ZINC000003872953,O15826,1963.96
ZINC000003876023,Q6TUJ5,19635.57
ZINC000096015174,O97193,1964.17
ZINC000000001795,Q6TUJ5,196431.0
ZINC000013587284,Q4QHJ8,19647.07
ZINC000095588079,Q27686,19650.0
ZINC000000537822,Q27686,1966.21
ZINC000004215219,Q4QBL1,1966.38
ZINC000034676244,P48499,19662.69
ZINC000034676245,P48499,19662.69
ZINC000000968233,Q6TUJ5,196673.46
ZINC000003929022,P48499,19670.08
ZINC000003812851,Q4QHJ8,19671.4
ZINC000002598081,P48499,196746.89
ZINC000000007368,P48499,19677.77
ZINC000040165240,Q27686,1968.11
ZINC000040165239,Q27686,1968.11
ZINC000040165241,Q27686,1968.11
ZINC000040165238,Q27686,1968.11
ZINC000095616600,P48499,1968.54
ZINC000095616599,P48499,1968.54
ZINC000022060709,Q4QBL1,1968.78
ZINC000022060707,Q4QBL1,1968.78
ZINC000001530866,Q4QBL1,19689.83
ZINC000001542393,Q4QBL1,19689.83
ZINC000096272772,Q6TUJ5,1969.7
ZINC000001851195,P48499,1969.92
ZINC000001851201,P48499,1969.92
ZINC000001851194,P48499,1969.92
ZINC000001851198,P48499,1969.92
ZINC000001530993,P48499,1969.92
ZINC000001530569,Q6TUJ5,19691.08
ZINC000001530570,Q6TUJ5,19691.08
ZINC000000901039,O97193,1969332.97
ZINC000000900628,P48499,196945.3
ZINC000000896569,Q4QHJ8,197.03
ZINC000001530820,O15826,197.08
ZINC000017146904,O97193,197.09
ZINC000001530617,Q6TUJ5,197.12
ZINC000001530618,Q6TUJ5,197.12
ZINC000011615926,Q27686,197.15
ZINC000003920719,Q27686,197.15
ZINC000011615928,Q27686,197.15
ZINC000011615927,Q27686,197.15
ZINC000000624969,O97193,197.19
ZINC000090716806,O97193,197.19
ZINC000044963477,O97193,197.19
ZINC000013118371,O97193,197.19
ZINC000044963475,O97193,197.19
ZINC000000000627,O15826,197.35
ZINC000021303210,Q4QBL1,1970.35
ZINC000002035742,Q6TUJ5,19708.17
ZINC000000001758,Q4QBL1,197118.91
ZINC000021297660,Q4QBL1,197118.91
ZINC000003875881,Q4QHJ8,19719.19
ZINC000001850508,P48499,19727.41
ZINC000003919580,Q27686,19728.28
ZINC000000056648,O97193,19729.15
ZINC000003831001,Q27686,1973.08
ZINC000014953365,P48499,19732.7
ZINC000001542392,Q4QBL1,1974.21
ZINC000001843099,Q4QBL1,1974.21
ZINC000145808877,P48499,19744.01
ZINC000043207237,P48499,19744.01
ZINC000008383240,Q6TUJ5,197463.0
ZINC000003929486,Q6TUJ5,197463.0
ZINC000022061321,Q6TUJ5,1975.62
ZINC000022061315,Q6TUJ5,1975.62
ZINC000022061312,Q6TUJ5,1975.62
ZINC000022061318,Q6TUJ5,1975.62
ZINC000003830381,Q4QBL1,19751.8
ZINC000027641461,Q4QBL1,19751.8
ZINC000000043478,Q4QBL1,19751.93
ZINC000000121480,Q4QBL1,197627.73
ZINC000001542916,P48499,19776.86
ZINC000261106254,Q4QBL1,19779.29
ZINC000095615286,Q4QBL1,19779.29
ZINC000261106252,Q4QBL1,19779.29
ZINC000261106255,Q4QBL1,19779.29
ZINC000003882034,O97193,1978.43
ZINC000018185774,O97193,1978.48
ZINC000034045468,Q6TUJ5,1978.97
ZINC000005924342,Q27686,19789.44
ZINC000005921965,Q27686,19789.44
ZINC000005924345,Q27686,19789.44
ZINC000005921967,Q27686,19789.44
ZINC000022060265,Q6TUJ5,19794.35
ZINC000247444468,Q6TUJ5,197959.57
ZINC000247444471,Q6TUJ5,197959.57
ZINC000077319516,Q6TUJ5,197959.57
ZINC000000057408,Q6TUJ5,19796.44
ZINC000000057409,Q6TUJ5,19796.44
ZINC000000057407,Q6TUJ5,19796.44
ZINC000000057406,Q6TUJ5,19796.44
ZINC000001529592,P48499,197984.78
ZINC000003927198,O15826,198.06
ZINC000013543089,O97193,198.06
ZINC000002522694,Q4QBL1,198.09
ZINC000096903163,Q27686,198.13
ZINC000255221567,Q27686,198.13
ZINC000000538266,O97193,198.18
ZINC000012494987,O15826,198.27
ZINC000005140888,O15826,198.27
ZINC000001481877,O15826,198.39
ZINC000001713960,O15826,198.39
ZINC000150338894,O15826,198.45
ZINC000095618603,Q4QHJ8,198.76
ZINC000095618602,Q4QHJ8,198.76
ZINC000013828184,Q4QBL1,198.8
ZINC000040165256,Q4QBL1,198.84
ZINC000040165257,Q4QBL1,198.84
ZINC000001531007,P48499,198066.75
ZINC000001531006,P48499,198066.75
ZINC000000057421,Q27686,19815.35
ZINC000095618449,Q27686,198166.16
ZINC000001782155,P48499,198212.07
ZINC000019594545,P48499,19823.3
ZINC000019594547,P48499,19823.3
ZINC000150347080,P48499,19825.41
ZINC000005132640,O97193,1983.09
ZINC000005132639,O97193,1983.09
ZINC000000332026,Q4QBL1,1983.96
ZINC000001532680,Q27686,19833.92
ZINC000095618718,Q27686,19838.91
ZINC000000538509,Q27686,1984.66
ZINC000000607849,Q4QBL1,19843.96
ZINC000004213101,Q4QBL1,19843.96
ZINC000000003788,O97193,19849.19
ZINC000001530975,P48499,198499.33
ZINC000095618645,Q4QBL1,1986.89
ZINC000095618646,Q4QBL1,1986.89
ZINC000000020230,Q27686,19860.86
ZINC000000007601,Q27686,19860.86
ZINC000055161176,Q6TUJ5,198604.96
ZINC000000057674,Q6TUJ5,198621.64
ZINC000000010402,P48499,19863.19
ZINC000000164358,Q6TUJ5,198756.24
ZINC000001671094,Q4QBL1,19879.05
ZINC000038139856,Q4QBL1,19879.05
ZINC000001671093,Q4QBL1,19879.05
ZINC000000895318,Q4QBL1,19879.97
ZINC000000895316,Q4QBL1,19879.97
ZINC000003831231,P48499,1988.89
ZINC000011616152,P48499,1988.89
ZINC000011616154,P48499,1988.89
ZINC000011616153,P48499,1988.89
ZINC000014879999,P48499,1988.89
ZINC000000005191,Q4QHJ8,1988.92
ZINC000003875334,P48499,19885.66
ZINC000001534965,Q6TUJ5,19887.59
ZINC000003960338,P48499,19889.57
ZINC000002036824,O15826,19891.04
ZINC000000601288,Q6TUJ5,19896.08
ZINC000002008504,Q6TUJ5,19896.08
ZINC000095618630,Q6TUJ5,19896.26
ZINC000006827595,P48499,198975.46
ZINC000000000506,O15826,199.06
ZINC000000014037,O15826,199.06
ZINC000001536931,O97193,199.41
ZINC000002019996,O97193,199.41
ZINC000001845780,O97193,199.51
ZINC000000057520,O97193,199.66
ZINC000000057519,O97193,199.66
ZINC000004217548,O15826,199.72
ZINC000003833846,Q6TUJ5,199.91
ZINC000100004242,Q4QBL1,1990.06
ZINC000000000215,Q4QBL1,199073.03
ZINC000002847375,Q4QBL1,199073.03
ZINC000001530605,P48499,19909.48
ZINC000001530604,P48499,19909.48
ZINC000034187835,O15826,1991.96
ZINC000001481983,P48499,1991.97
ZINC000003815424,P48499,19911.53
ZINC000004097424,P48499,199179.39
ZINC000001543181,O97193,1992.4
ZINC000000896695,Q6TUJ5,199205.86
ZINC000000896945,O15826,1993.89
ZINC000095618728,Q6TUJ5,19930.56
ZINC000003644165,O97193,19930.71
ZINC000004654887,P48499,199346.32
ZINC000000056643,Q4QBL1,1994.58
ZINC000000001798,Q6TUJ5,19940.59
ZINC000000391812,Q6TUJ5,19940.59
ZINC000040165222,Q4QHJ8,199447.58
ZINC000008144601,P48499,19946.89
ZINC000019363537,Q4QHJ8,199467.07
ZINC000019364225,Q4QHJ8,199467.07
ZINC000013478606,P48499,1995.94
ZINC000003979156,Q6TUJ5,199570.14
ZINC000000057060,Q27686,19958.22
ZINC000000057493,Q27686,19959.99
ZINC000001481844,O97193,1996.71
ZINC000002019529,O97193,1996.71
ZINC000019322537,Q4QBL1,1996.74
ZINC000018167382,P48499,199615.72
ZINC000003831551,P48499,19963.39
ZINC000000155905,P48499,19963.39
ZINC000030731143,Q6TUJ5,199642.35
ZINC000230123065,Q4QHJ8,1997.81
ZINC000229984288,Q4QHJ8,1997.81
ZINC000003938695,Q27686,19975.12
ZINC000002020110,Q27686,199779.29
ZINC000034781704,O15826,1998.29
ZINC000001482164,Q6TUJ5,199833.69
ZINC000003861770,O15826,19986.44
ZINC000053073961,Q4QBL1,19989.01
ZINC000000002092,P48499,19989.69
ZINC000003830955,Q6TUJ5,19993.35
ZINC000003830956,Q6TUJ5,19993.35
ZINC000019168887,Q6TUJ5,19997.68
ZINC000006092145,P48499,199974.17
ZINC000001481993,Q6TUJ5,199979.98
ZINC000000902159,P48499,199989.43
ZINC000000000106,O97193,2.04
ZINC000000002276,O97193,2.04
ZINC000001550766,O15826,2.05
ZINC000037866091,O97193,2.06
ZINC000000000867,O15826,2.06
ZINC000003787060,O97193,2.06
ZINC000100734163,O97193,2.07
ZINC000028536264,O15826,2.11
ZINC000019362693,O97193,2.12
ZINC000012404516,O15826,2.13
ZINC000013520815,O97193,2.14
ZINC000118915344,O97193,2.16
ZINC000256479166,O97193,2.16
ZINC000256479162,O97193,2.16
ZINC000027552910,O97193,2.16
ZINC000004214473,O97193,2.16
ZINC000256479159,O97193,2.16
ZINC000005736075,Q27686,2.16
ZINC000008552017,O15826,2.16
ZINC000040430143,Q4QBL1,2.16
ZINC000936069425,O15826,2.17
ZINC000000000867,O97193,2.21
ZINC000002530703,O97193,2.22
ZINC000004097427,O97193,2.23
ZINC000004074875,O97193,2.23
ZINC000000607939,O97193,2.25
ZINC000100001918,O97193,2.25
ZINC000033650458,O97193,2.26
ZINC000299817032,O97193,2.26
ZINC000001530694,O97193,2.28
ZINC000100018854,O97193,2.29
ZINC000000000347,O97193,2.29
ZINC000000896560,O97193,2.29
ZINC000000896557,O97193,2.29
ZINC000100018852,O97193,2.29
ZINC000100014880,Q27686,2.31
ZINC000008552018,O97193,2.32
ZINC000077301904,O15826,2.32
ZINC000014210455,O15826,2.34
ZINC000014210457,O15826,2.34
ZINC000004245650,O97193,2.38
ZINC000000601316,Q4QBL1,2.4
ZINC000003938686,O97193,2.4
ZINC000003830579,Q4QBL1,2.4
ZINC000005752185,O97193,2.4
ZINC000003814360,O15826,2.42
ZINC000000968338,O97193,2.42
ZINC000000968340,O97193,2.42
ZINC000118915230,O15826,2.43
ZINC000261494697,O15826,2.43
ZINC000261494696,O15826,2.43
ZINC000095618870,O15826,2.43
ZINC000000001395,O15826,2.43
ZINC000001997240,O15826,2.43
ZINC000118915228,O15826,2.43
ZINC000118915229,O15826,2.43
ZINC000118915227,O15826,2.43
ZINC000000601229,O15826,2.43
ZINC000000897240,O15826,2.43
ZINC000003953037,Q4QBL1,2.45
ZINC000004214603,O97193,2.47
ZINC000034176696,O97193,2.55
ZINC000256072841,O97193,2.55
ZINC000256072846,O97193,2.55
ZINC000005159450,O15826,2.55
ZINC000005419315,O15826,2.55
ZINC000003920028,O97193,2.55
ZINC000072481720,O97193,2.55
ZINC000256072844,O97193,2.55
ZINC000000968310,O15826,2.56
ZINC000013763987,O15826,2.56
ZINC000003808779,Q4QBL1,2.56
ZINC000003922770,O97193,2.56
ZINC000000000509,O15826,2.56
ZINC000000000504,Q4QBL1,2.59
ZINC000000000855,Q4QBL1,2.59
ZINC000040430143,Q27686,2.61
ZINC000028536264,O97193,2.63
ZINC000001550766,O97193,2.63
ZINC000003830820,O15826,2.63
ZINC000001853550,O15826,2.63
ZINC000003959242,O15826,2.63
ZINC000000896543,O15826,2.64
ZINC000003830842,O15826,2.64
ZINC000000597260,O15826,2.66
ZINC000022064534,O15826,2.66
ZINC000006092086,O15826,2.67
ZINC000006092087,O15826,2.67
ZINC000035801098,O15826,2.69
ZINC000008552017,O97193,2.7
ZINC000019632718,O15826,2.71
ZINC000019632713,O15826,2.71
ZINC000012404516,O97193,2.74
ZINC000252548735,Q6TUJ5,2.77
ZINC000936069425,O97193,2.77
ZINC000252548734,Q6TUJ5,2.77
ZINC000169289411,Q6TUJ5,2.77
ZINC000005159450,O97193,2.78
ZINC000005419315,O97193,2.78
ZINC000001482169,Q4QHJ8,2.79
ZINC000021981256,O15826,2.81
ZINC000021981258,O15826,2.81
ZINC000000601316,Q27686,2.85
ZINC000003830579,Q27686,2.85
ZINC000095618855,O97193,2.87
ZINC000100054890,O97193,2.87
ZINC000100054893,O97193,2.87
ZINC000013648755,O97193,2.88
ZINC000100037885,O97193,2.88
ZINC000006409735,O15826,2.88
ZINC000100037890,O97193,2.88
ZINC000000001395,O97193,2.92
ZINC000001997240,O97193,2.92
ZINC000077301904,O97193,2.95
ZINC000003929508,O15826,2.97
ZINC000095618608,Q6TUJ5,2.97
ZINC000003830564,O97193,20.01
ZINC000003775140,O97193,20.01
ZINC000004215367,O97193,20.01
ZINC000029210629,O97193,20.01
ZINC000006117751,Q4QHJ8,20.01
ZINC000006117750,Q4QHJ8,20.01
ZINC000003872582,O97193,20.15
ZINC000008101127,Q4QHJ8,20.17
ZINC000000404304,O15826,20.18
ZINC000100022260,O15826,20.18
ZINC000000388664,O15826,20.18
ZINC000100022257,O15826,20.18
ZINC000003795819,O97193,20.19
ZINC000006094354,O97193,20.19
ZINC000000005626,O97193,20.2
ZINC000000001266,O97193,20.2
ZINC000000404160,O15826,20.2
ZINC000035801098,Q4QBL1,20.22
ZINC000004099104,O15826,20.22
ZINC000001530694,Q4QHJ8,20.24
ZINC000002530703,Q4QBL1,20.24
ZINC000003929508,Q4QBL1,20.24
ZINC000004172330,O15826,20.28
ZINC000000968263,O15826,20.28
ZINC000019795995,O15826,20.31
ZINC000000537931,O15826,20.36
ZINC000000056646,O15826,20.36
ZINC000000056645,O15826,20.36
ZINC000038141706,Q4QBL1,20.4
ZINC000000001773,O97193,20.4
ZINC000038141705,Q4QBL1,20.4
ZINC000006067916,O97193,20.41
ZINC000000601229,Q27686,20.42
ZINC000000897240,Q27686,20.42
ZINC000043174901,O97193,20.43
ZINC000100051467,O97193,20.44
ZINC000100051471,O97193,20.44
ZINC000000001898,Q27686,20.45
ZINC000044699444,Q4QHJ8,20.46
ZINC000030731089,Q4QHJ8,20.46
ZINC000095619111,O15826,20.49
ZINC000095619113,O15826,20.49
ZINC000095619112,O15826,20.49
ZINC000095619110,O15826,20.49
ZINC000000897234,Q4QHJ8,20.5
ZINC000000897236,Q4QHJ8,20.5
ZINC000003789853,O97193,20.52
ZINC000038683574,O97193,20.56
ZINC000019701765,Q4QHJ8,20.59
ZINC000030690433,O15826,20.61
ZINC000000020257,O15826,20.61
ZINC000000057062,O15826,20.61
ZINC000256965489,O15826,20.64
ZINC000090614937,O15826,20.64
ZINC000013319946,O15826,20.64
ZINC000003814410,O15826,20.64
ZINC000013319947,O15826,20.64
ZINC000090711812,O15826,20.64
ZINC000003871017,O15826,20.64
ZINC000000402946,O15826,20.64
ZINC000005352878,O97193,20.65
ZINC000005353194,O97193,20.65
ZINC000022064534,Q27686,20.66
ZINC000000597260,Q27686,20.66
ZINC000002522694,O97193,20.68
ZINC000004217232,O97193,20.7
ZINC000001542146,O97193,20.76
ZINC000001554274,O15826,20.79
ZINC000001530611,O97193,20.86
ZINC000003959242,Q27686,20.91
ZINC000003938681,O15826,20.93
ZINC000001552042,O97193,20.93
ZINC000021981258,Q4QBL1,20.93
ZINC000021981256,Q4QBL1,20.93
ZINC000005933760,O97193,200.06
ZINC000031425359,Q4QHJ8,200.08
ZINC000031425358,Q4QHJ8,200.08
ZINC000031425360,Q4QHJ8,200.08
ZINC000031425361,Q4QHJ8,200.08
ZINC000073069247,O15826,200.13
ZINC000001530907,Q6TUJ5,200.16
ZINC000001530906,Q6TUJ5,200.16
ZINC000239165120,Q27686,200.26
ZINC000239165119,Q27686,200.26
ZINC000239165117,Q27686,200.26
ZINC000008214692,Q27686,200.26
ZINC000239165118,Q27686,200.26
ZINC000012503291,Q6TUJ5,200.28
ZINC000100008319,Q6TUJ5,200.28
ZINC000101144764,Q6TUJ5,200.28
ZINC000100489810,Q6TUJ5,200.28
ZINC000100158533,Q6TUJ5,200.28
ZINC000003819392,Q4QHJ8,200.4
ZINC000005353194,Q27686,200.42
ZINC000002000902,Q6TUJ5,200.42
ZINC000005352878,Q27686,200.42
ZINC000085427689,O97193,200.54
ZINC000003938744,O15826,200.57
ZINC000001319780,Q4QBL1,200.74
ZINC000003830449,Q27686,2000.53
ZINC000253613240,O97193,2000.78
ZINC000253613242,O97193,2000.78
ZINC000253613243,O97193,2000.78
ZINC000100054332,O97193,2000.78
ZINC000100054334,O97193,2000.78
ZINC000253613241,O97193,2000.78
ZINC000001843042,P48499,20009.45
ZINC000001481836,P48499,20009.45
ZINC000003861599,Q4QBL1,2001.06
ZINC000001530728,P48499,20012.59
ZINC000003983907,Q4QHJ8,200164.84
ZINC000003860151,Q4QHJ8,200164.84
ZINC000079216653,P48499,20019.98
ZINC000005838789,O97193,2002.54
ZINC000002578897,O97193,2002.54
ZINC000018203737,O15826,2002.6
ZINC000000895302,Q4QBL1,20024.35
ZINC000003830515,Q4QHJ8,2003.36
ZINC000000000856,O97193,2003.64
ZINC000000897256,O97193,2003.64
ZINC000000897258,O97193,2003.64
ZINC000002599970,O97193,2003.64
ZINC000410428644,Q27686,2004.1
ZINC000003607120,Q27686,2004.38
ZINC000038197764,Q27686,2004.38
ZINC000021303210,Q4QHJ8,2004.71
ZINC000001530635,Q4QBL1,20041.8
ZINC000100006441,Q6TUJ5,200428.85
ZINC000086040406,Q27686,200430.72
ZINC000003872928,O97193,2005.35
ZINC000001895505,Q4QHJ8,2005.36
ZINC000003776970,Q4QHJ8,2005.87
ZINC000004474443,Q4QHJ8,2005.87
ZINC000000537791,Q6TUJ5,20052.78
ZINC000000014037,P48499,20055.99
ZINC000000000506,P48499,20055.99
ZINC000011616657,P48499,200589.12
ZINC000003831462,P48499,200589.12
ZINC000096286563,Q27686,2006.1
ZINC000085540254,Q27686,2006.1
ZINC000096014306,Q6TUJ5,20061.83
ZINC000096014305,Q6TUJ5,20061.83
ZINC000096014304,Q6TUJ5,20061.83
ZINC000096014307,Q6TUJ5,20061.83
ZINC000000014864,Q6TUJ5,20069.92
ZINC000003978006,Q27686,2007.02
